Title,Question,Answer,Hint,Popularity/Fun,Difficulty
Painting a Room,"A man can paint a room in four hours, and another man can paint the room in two hours.  How long would it take if they worked together?","80 minutes.
Man A can paint a room in 2 h:
1 room/2 hours
Man B can paint a room in 4 h:
1 room/4 hours
Add the times together with the lowest common denominator of 4:
2/4 + 1/4 = 3 rooms/4 hours
We know how long it takes to do three rooms, but we want to know how long it would take to paint one:
3 divided by 3 = 1
4 divided by 3 = 1.333... or 1 1/3 h
1 1/3 h = 80 minutes",,2.32,1.52
Difficult Danny 2,"Difficult Danny has acquired his nickname (and some other, less polite nicknames) due to the fact that, whenever he buys anything, he insists upon paying the exact amount, with precisely 100 pieces of currency. Danny wanted an xCube365 (it lasts 365 days before programmatically disabling itself, so that a new one must be purchased), the highly coveted gaming system that had just been released. It cost $230, but he managed to save up enough to buy one. He paid using some quantity (possibly zero) of each the following denominations of bills: $1, $5, $10, $20, $50, and $100. Of those six quantities (including any zeros), there is one -- and ONLY one -- distinct triplet that can be made into a true multiplication sentence. For example, if there were 2 ones, 3 twenties, and 6 tens, 2 x 3 = 6, so this would fit the rule. How many of each denomination did Danny use to buy the xCube365?","Can at least one of each denomination be used? That totals $186 with only 6 bills, plus at least $94 with the rest of the bills. This is too high. Can two or more of the denominations not be used? Any number multiplied by 0 is 0. Therefore, if there are two or more 0 quantities, any of the other three could be multiplied by one of the 0's, using the other 0 for the result. This means that there would be more than one triplet that fits the rule. So we know that exactly 5 of the 6 denominations are used.
If a $100 bill is used, there are only two combinations that have the proper total quantity of bills and dollar sum, but they both involve two 0-quantities. So $100 bill is the denomination that is not used. We now know that at least one of each of the other bills is used. That totals $86 with 5 bills, leaving 95 bills to make the other $144.
There are only 4 ways to make $144 with these denominations, which are listed in order from $1 bills to $50 bills in each of these sets: {84,10,1,0,0}, {89,1,5,0,0}, {89,3,2,1,0}, {94,0,0,0,1}. Adding in one of each bill, which we have already determined, gives {85,11,2,1,1}, {90,2,6,1,1}, {90,4,3,2,1}, {95,1,1,1,2}. {1,1,1} is the only triplet here that can make a true multiplication sentence: 1 x 1 = 1. Therefore, Danny paid with 95 $1 bills, a $5 bill, a $10 bill, a $20 bill, and 2 $50 bills.",,2.32,2.68
Wheel 2,"Consider a vertical wheel of radius 10 cm. Now suppose a smaller wheel of radius 2 cm, is made to roll around the larger wheel in the same vertical plane while the larger wheel remains fixed. What is the total number of rotations the smaller wheel makes when its center makes one complete rotation about the larger wheel?","The correct answer is 6 rotations. Suppose you rotate the smaller wheel and the larger wheel together without rolling through one rotation clockwise, the small wheel has rotated through 1 turn clockwise. Now rotate the larger wheel back to its original position counter-clockwise through one rotation at the same time holding the center of the small wheel in the original position but allowing the wheel to rotate without sliding. It will rotate through 5 more turns due to the ratio of the circumferences of the wheels. The total number of rotations of the small wheel is 5 + 1 = 6.",,2.32,2.36
Number Perplexer,"Place two plus signs (+) and one minus sign (-) between these numbers in such a way that you get the answer shown.
7 6 5 4 3 2 1 =535",7+6+543-21=535,,2.32,1.97
CrossDigit 2,"This teaser is similar to a crossword puzzle, but there is a twist. Instead of words, it uses digits 1-9 and empty (black in crossword puzzles) spaces in a 3 by 3 grid. The grid is arranged as follows:
A1 A2 A3
B1 B2 B3
C1 C2 C3
With the help of the given rules and clues, you have to figure out which box contains which digit.
The rules are:
1: No row can have the same digit appearing more than once.
2: No column can have the same digit appearing more than once.
3: 0 (Zero) is not permissible.
4: Empty spaces cannot contain any digits. They are empty.
And the clues are:
1. The empty spaces are A1 and C3.
2. The sum of digits in row A equal 3.
3. The sum of digits in row B equal 20.
4. The sum of digits in row C equal 10.
5. The sum of digits in column 1 equal 16.
6. The sum of digits in column 2 equal 13.
7. The sum of digits in column 3 equal 4.
Now figure out which box contains which digit and do not forget the rules.","The digits are laid out as follows:
A1: Blank, A2: 2, A3: 1
B1: 9, B2: 8, B3: 3
C1: 7, C2: 3, C3: Blank","A number can be present more than once in the grid, but not the same row or column.",2.32,2.02
What Time 2,"Chris was worried about a math test coming up, so he asked his teacher if he could stay after school so she could help him study. She said 'yes' and gave him a note, but to his surprise, it said:
2^6*5^2
What time did the teacher mean?","2^6*5^2 is 1600. 1600 would be 16:00, which in military time is 4:00 PM.
Chris walked into his teacher's room at 4:00 after school.
""How did you know to come at this time?"" his teacher asked.
""Well, I just did the math,"" said Chris, ""and that's the prime factorization of 1600, and 16:00 is military time for 4:00.""
""You know all you need to,"" said the teacher.",,2.32,1.08
Mixed up Check,Slick Sammy once cashed a check at the bank. He had spent $0.68 before he realised that the bank clerk had made a mistake. He had transposed the dollars with the cents. Sammy now had exactly 2 times the value of the original check. What was the value of the original check?,The original check was for $10.21,,2.32,2.39
Blindfolded Money Bowl,"If you were blindfolded and placed in front of a large bowl containing $50, $20, $10, and $5 bills, and you were allowed to take one bill at a time until you have taken four bills of the same denomination, what would be the largest amount of money you could draw?",$305. You could take 3-$50's. 3-$20's. 3-$10's. 3-$5's. And the last bill would be another $50 bill.,,2.32,1.35
Fill the Letters,"Each of the letters used in the equation below represents a number. For example, each ""H"" represents the same number.
Fill in all of the numbers.
HE
+ HE
+ HE
+ HE
-----
AH","23
+ 23
+ 23
+ 23
-----
92",,2.32,1.8
Fold Twice,"Fold a square piece of paper twice to form a smaller square, then cut it in half diagonally.
How many pieces is the paper cut to?","4 or 5.
It has 2 possibilities.
Cutting on one diagonal yields 4 triangles; cutting on the other diagonal yields 4 triangles and a square.
If the area of the original square paper is 16, it's possible to cut into 4 triangles of area 4 each, or 4 triangles of area 2 each and 1 square of area 8.",A square has 2 diagonals.,2.32,2.0
Fishing Trip,"Bob went out to buy some fishing equipment.  He spent half of what he had plus $5 at the first store.  At the second store, he spent half of what was left plus $4, and at the third store, he spent half of the remainder plus $3.  He then had $5 left to put aside for bait.  How much money did he start with?",$90.00,,2.32,1.13
Such a Deal!,"A man received an ad in the mail that promised to double his money. For every dollar he sent in, the ad guaranteed to return double his money minus a $24 service charge. He thought that was a pretty good deal, so he sent in his money. In the return mail he received double his money less the $24 service charge. He returned the money he had made and again it was doubled less the service charge. But, when he sent in the money a third time, he was charged the $24 service fee, but received no money back. How much money did the man lose?","He lost $21. Work backwards. If his last payment was doubled, less $24, it must have been $12. Payment two must have been $18, and payment one $21.",Work backwards.,2.32,1.99
Be Perfectly Frank,"A hot dog vendor at a soccer game sells one half of his supply of hot dogs during the first half of the game. During intermission, he sells a total of five hot dogs. During the second half, he sells three eighths of his original supply. He is left with only four hot dogs. How many did he have to start with?","Five hot dogs (intermission) plus four hot dogs (left over) equals just one eighth of his original supply, because we know that a total of seven eighths was sold during the game itself. That means the vendor must have started the soccer game with 9 x 8 = 72 hot dogs.",,2.32,1.2
How Many Eggs,"Once upon a time, an old lady went to sell her vast quantity of eggs at the local market.
When asked how many she had, she replied:
Son, I can't count past 100 but I know that -
If you divide the number of eggs by 2 there will be one egg left.
If you divide the number of eggs by 3 there will be one egg left.
If you divide the number of eggs by 4 there will be one egg left.
If you divide the number of eggs by 5 there will be one egg left.
If you divide the number of eggs by 6 there will be one egg left.
If you divide the number of eggs by 7 there will be one egg left.
If you divide the number of eggs by 8 there will be one egg left.
If you divide the number of eggs by 9 there will be one egg left.
If you divide the number of eggs by 10 there will be one egg left.
Finally, if you divide the number of eggs by 11 there will be NO EGGS left!
What's the minimum number of eggs that the old lady could have?","10!+1=3628801 eggs. This is an answer, but not the minimum.
The least common multiple of 1 to 11 is 27720.
3628801=27720*130+25201.
Therefore, the old lady had at least 25201 eggs.","Recall that if n is a prime number, (n-1)!+1 is divisible by n.",2.32,2.98
Uncle Anaconda,"Uncle Anaconda saddled up his mare, Maggie in preparation for a month long hunting trip up at Python Peak, and planned to stay at the old lodge which is 117 miles away. They started out early Sunday morning and arrived at the lodge eight days later on Monday evening. Uncle Anaconda calculated that on each day of the trip, he and Maggie travelled one mile less than they had the day before. How many miles did Uncle Anaconda and Maggie travel on the last Monday of the trip?","9 miles.
The equation is as follows, with x being the last days travel.
x + (x + 1) + (x + 2) + (x + 3) + (x + 4) + (x + 5) + (x + 6) + (x + 7) + (x + 8 )  = 117
9x + 36 = 117
9x = 81
x = 9",,2.32,1.96
